right_hand_dist,right_hand_move,sync_time,dumbbell_4_dist,pill bottle_1_dist,spray bottle_1_dist,paper towel_1_dist,drawer_1_dist,dumbbell_2_dist,paper towel_3_dist,dumbbell_1_dist,step_1_dist,granola bar_1_dist,cup_1_dist,paper towel_2_dist,cell phone_1_dist,dumbbell_3_dist
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06663342604895857,0.008359735801335205,0.64,320.76151769842215,480.7448196208008,537.632811224131,445.8634878290392,557.6777498427397,348.10254079226263,289.8565587888943,379.4108316911032,576.3623193902072,398.1382871031452,412.8007172971825,330.7515412832556,461.4902809410062,296.13069792960977
0.13326685209791714,0.01671947160267041,0.96,320.76151769842215,480.7448196208008,537.632811224131,445.8634878290392,557.6777498427397,348.10254079226263,289.8565587888943,379.4108316911032,576.3623193902072,398.1382871031452,412.8007172971825,330.7515412832556,461.4902809410062,296.13069792960977
0.2665337041958343,0.03343894320534082,1.3256215000000005,320.76151769842215,686.5259300149557,773.673038732192,656.9366454457818,760.3194820711626,441.95280875470837,289.8565587888943,564.2535768846839,619.5804930959562,398.1382871031452,628.9892154731151,330.7515412832556,461.4902809410062,296.13069792960977
0.2767469286797056,0.15776870087875475,1.6586260000000017,320.76151769842215,632.047903922603,656.8855937868774,602.2917256656301,643.1858266733184,424.23865814102976,289.8565587888943,582.7570056520549,559.1967232872323,398.1382871031452,574.0143306215173,330.7515412832556,461.4902809410062,296.13069792960977
0.22229605748652048,0.025296189099271307,1.9915028000000028,320.76151769842215,595.2032699578039,603.2412316670377,565.6481449010378,613.2676886401025,376.17852629218714,289.8565587888943,510.8671193211845,526.67191646201,398.1382871031452,537.070778462313,330.7515412832556,461.4902809410062,296.13069792960977
0.432304800144435,0.04351913861107562,2.3256353000000023,320.76151769842215,546.4854718675674,559.4926202242234,515.0042189737546,576.8193727175731,389.08109420264134,289.8565587888943,504.75343052982157,540.4441515481138,398.1382871031452,487.46167133685117,330.7515412832556,461.4902809410062,296.13069792960977
0.21120005648732681,0.027924365182687573,2.658645100000001,320.76151769842215,479.3996074028809,481.4484965299198,445.87469721092737,507.5624959886279,440.2622717738779,289.8565587888943,514.8248478760352,556.2182363557017,398.1382871031452,418.74535767676,330.7515412832556,461.4902809410062,296.13069792960977
0.43315693973401553,0.2834010707671461,2.9914966000000014,320.76151769842215,457.29004050681976,473.70078351598977,418.8140289861143,512.7457500868945,470.9402875060086,289.8565587888943,583.7869211103687,631.515698485932,398.1382871031452,394.1452846082717,330.7515412832556,461.4902809410062,296.13069792960977
0.2108078729475007,0.026410157488314996,3.325612200000002,320.76151769842215,441.1983364958179,466.66160855545525,396.14558144545424,522.4708015407522,505.7259465229995,289.8565587888943,673.4088331442248,718.6797848663431,398.1382871031452,375.9399908471561,330.7515412832556,461.4902809410062,296.13069792960977
0.15725985081618893,0.022333790101100034,3.658606800000001,320.76151769842215,406.42479017169495,415.57632306519696,364.3081887972209,461.3021933817124,499.7321325376245,289.8565587888943,637.6278566277084,649.8961197886287,398.1382871031452,342.48826354236814,330.7515412832556,461.4902809410062,296.13069792960977
0.414200418245441,0.020853250476291933,3.9914935000000007,320.76151769842215,370.4641959511207,357.3251637293355,336.81855092134947,380.28943166310484,473.2310227277195,289.8565587888943,551.3286914618793,523.9559509421781,398.1382871031452,308.975209368143,330.7515412832556,461.4902809410062,296.13069792960977
0.4781847594617701,0.034410654702757365,4.325649100000003,320.76151769842215,357.06811634763017,354.8091826503247,327.95573308666224,365.32344641142987,442.67309635735467,289.8565587888943,490.95358314741213,430.434408365304,398.1382871031452,294.1081886305592,330.7515412832556,461.4902809410062,296.13069792960977
0.3862938271394069,0.013455419495875918,4.658630800000001,320.76151769842215,351.61306408905375,344.43149948543044,323.2555909998452,352.2796976378384,443.431576059892,289.8565587888943,472.0838167043433,380.42487732655985,398.1382871031452,289.4788563654605,330.7515412832556,461.4902809410062,296.13069792960977
0.39650506794578305,0.015864806680195985,4.9914828,320.76151769842215,349.5310799826612,343.19863057615424,321.8340728420792,349.4724067226622,444.00089262168206,289.8565587888943,469.9017855364335,370.7976877447551,398.1382871031452,293.1782495426529,330.7515412832556,461.4902809410062,296.13069792960977
0.3845529878131883,0.0025083353603536575,5.325637100000002,320.76151769842215,287.596766178027,338.6738773910387,291.9951107602093,343.8390821638984,447.75815072380817,289.8565587888943,476.6126950794414,374.93403273519306,336.69516739492866,247.91129454749557,266.7596041834211,384.20297316453735,296.13069792960977
0.3590774108697177,0.06509717106948637,5.658612600000001,320.76151769842215,220.37293896245188,319.30465113995314,262.7195661493196,334.90328864297754,485.8215810280017,289.8565587888943,543.9214122195775,454.1907918922447,315.9886832551973,207.5018012776011,227.50226645941382,349.94209308175266,296.13069792960977
0.23181125602433714,0.008702476815734708,5.9914922,320.76151769842215,214.52071825149125,311.4442513376686,257.40383624652804,338.46326670658846,520.1122767042133,289.8565587888943,609.5598722784239,538.0819827945976,357.6947576976918,209.55580157855354,248.63953874829986,395.1105220371217,296.13069792960977
0.27906353767624736,0.008916588362033835,6.325597100000002,320.76151769842215,216.5529753606966,325.97225144702116,248.53984177821843,356.40591173905045,521.1429130450222,289.8565587888943,622.8225603752528,566.6245998476279,359.63363544571035,206.9514693606532,241.4448845744175,399.3945245604916,296.13069792960977
0.24050871722559258,0.01663760609012023,6.658619699999999,320.76151769842215,222.1263765783363,357.805646262172,172.81336206502445,384.9331353706833,505.6581978942896,289.8565587888943,607.0952354728438,580.7889878356564,337.88036901479126,184.7599741914723,212.14001293673235,381.5519511442976,296.13069792960977
0.32234292822079974,0.07145717497934198,6.9914655,320.76151769842215,217.61876980996087,369.6517119192328,123.39497167042929,393.2564493564877,484.4275079176186,289.8565587888943,588.0040538345423,577.2273205553606,316.44582573369905,155.41198230466443,188.69744160837053,361.0034865315317,296.13069792960977
